Concept,Consensus,Shared_Factors_GCD,Extra_Factors_all-MiniLM-L6-v2,Extra_Factors_paraphrase-MiniLM-L3-v2
Lemaitre,False,"[2, 17]","[3, 7, 13]","[5, 11]"
plenum,False,"[3, 19]","[2, 7, 29]","[5, 11]"
Anarhichas,False,"[3, 5, 11, 17, 19]","[2, 7, 29]",[]
Lonicera,False,"[2, 3, 29]","[7, 13]","[5, 17, 19, 23]"
mummichog,False,"[2, 3, 5, 13, 17]",[],"[19, 29]"
geniality,False,"[5, 11, 17, 29]","[2, 3]",[]
disambiguation,False,"[5, 19, 29]",[11],"[3, 17]"
beaut,False,"[2, 3, 19, 29]","[7, 13]",[5]
Anglicism,False,"[3, 5, 11, 17, 29]",[19],[13]
transferase,False,"[7, 13]","[5, 29]","[11, 17, 19, 23]"
Simon,False,"[2, 5, 11, 13, 29]","[3, 17]","[7, 19]"
USCB,False,"[13, 17, 19]","[3, 5, 29]",[11]
Endamoeba,False,"[3, 5, 7]","[2, 11, 17, 19, 29]",[]
booklouse,False,"[2, 3, 5, 13, 19, 29]","[7, 11, 17]",[]
cardcase,False,"[3, 5, 7, 11, 19]","[13, 29]","[2, 17]"
being,False,"[3, 5, 17, 19, 29]","[11, 13]",[2]
bruise,False,"[3, 13, 29]",[],[5]
Loyola,False,"[5, 13, 19]","[3, 17]","[2, 7, 11]"
locator,False,"[2, 3, 29]",[13],"[5, 19, 23]"
swashbuckling,False,[],[3],"[2, 5, 11, 19]"
Luzon,False,"[3, 11, 29]",[],"[7, 13, 23]"
sprouting,False,"[5, 11]","[3, 23, 29]",[19]
scilla,False,"[2, 3, 7, 17, 29]",[13],"[5, 11, 19, 23]"
reinforcement,False,[3],"[13, 19, 29]","[2, 7, 11]"
gainfulness,False,"[3, 7, 11]","[17, 19, 29]","[2, 5, 23]"
bunfight,False,"[2, 3, 7]","[13, 17, 19, 29]",[11]
Zr,False,"[2, 19, 29]","[13, 17]","[3, 5, 23]"
jock,False,"[2, 3, 5, 29]","[11, 17]","[7, 19]"
Moukden,False,[3],"[2, 19, 29]","[5, 11, 17]"
catafalque,False,"[2, 5, 17]",[3],"[13, 29]"
grappling,False,[19],"[2, 3, 7, 29]","[5, 11]"
homogenisation,False,"[5, 29]",[7],"[2, 11, 13, 17]"
Crown,False,"[2, 3, 5, 7, 13, 19]",[29],"[11, 17]"
Caryophyllales,False,"[5, 13, 19, 29]",[11],[23]
confetti,False,"[3, 17, 29]","[2, 5, 11]",[13]
thole,False,"[2, 3, 5, 29]",[13],"[17, 19]"
plasterboard,False,"[2, 5, 7]","[3, 17, 19, 23]",[]
epilogue,False,"[2, 3, 19]","[7, 11, 13, 29]","[5, 17]"
wonder,False,"[3, 5, 13, 17, 19]","[11, 23]","[2, 29]"
Condylura,False,"[2, 3, 5]","[7, 11]",[19]
closeout,False,"[2, 3, 5, 19]","[11, 29]",[]
dybbuk,False,"[3, 11, 17, 19]",[2],"[5, 13, 23, 29]"
moustache,False,"[2, 3, 5, 17, 29]",[],"[11, 23]"
Tartarus,False,"[2, 5, 11, 29]",[7],"[3, 17, 19, 23]"
signalization,False,"[19, 23, 29]",[],"[2, 3, 17]"
damage,False,"[3, 13, 29]",[],"[2, 7, 17]"
Memphis,False,"[3, 11, 13, 17, 19]",[],"[2, 7]"
Sisyrinchium,False,"[5, 17, 19, 29]","[3, 7, 11, 13]",[2]
Phthiriidae,False,"[5, 11, 13, 17, 19]",[29],"[2, 23]"
Amberboa,False,"[2, 3, 19]","[5, 17]",[29]
sodomist,False,"[2, 11, 17, 19, 29]",[3],[5]
consonance,False,"[2, 3, 11]","[5, 29]","[13, 17, 19, 23]"
Chlamyphorus,False,"[2, 5, 11]","[19, 29]","[3, 17, 23]"
rashness,False,"[3, 13, 17, 29]",[2],"[19, 23]"
food,False,"[3, 5, 11, 17, 29]","[7, 23]","[2, 13]"
scaphocephaly,False,"[2, 5, 17, 29]","[13, 19]",[7]
nurse,False,"[2, 3, 5]","[7, 13, 19, 29]",[11]
clanswoman,False,"[2, 5, 7, 11, 19]","[3, 13, 23]","[17, 29]"
saddlery,False,"[2, 5]","[3, 7, 13, 17, 19]",[11]
Gibbs,False,"[5, 19]","[3, 7, 13, 17, 29]",[11]
Liberia,False,"[3, 7, 13]","[5, 17, 19, 29]",[11]
Tiamat,False,"[3, 5, 29]",[17],"[2, 7]"
Terry,False,"[7, 11, 19]","[2, 3]","[13, 29]"
temp,False,"[2, 3]","[5, 7, 13]","[11, 17, 19]"
ictodosaur,False,"[5, 19, 23]",[3],"[11, 17]"
assessment,False,"[3, 5, 17]",[19],"[2, 13, 29]"
deregulating,False,"[5, 7, 13, 17, 19]",[3],[29]
Galsworthy,False,"[2, 13, 17, 29]",[],"[3, 5, 7, 19, 23]"
moratorium,False,"[2, 3, 11, 17]","[5, 29]","[7, 13]"
Celt,False,"[3, 5, 19, 29]",[13],"[7, 17, 23]"
flowerbed,False,"[2, 5, 7, 19]","[3, 17]","[11, 29]"
scent,False,"[2, 3, 19, 23]",[7],"[5, 11, 13, 29]"
voyeur,False,"[3, 5, 11]","[2, 29]","[7, 17, 19, 23]"
potentiality,False,"[3, 19]",[],"[2, 5, 11, 17]"
receptionist,False,[3],"[5, 11, 13, 19]","[2, 17, 23, 29]"
orthopaedics,False,"[5, 13, 17, 29]","[2, 11]","[3, 19]"
drift,False,"[13, 29]",[3],"[11, 19]"
monotheism,False,"[2, 5, 11, 17, 19, 29]",[3],[23]
unsanctification,False,"[3, 17, 23, 29]",[],"[2, 5, 11, 13, 19]"
monocotyledon,False,"[5, 11, 29]",[2],"[19, 23]"
hairbrush,False,"[5, 13, 19, 23]","[2, 3, 17]",[11]
Comstock,False,"[2, 3, 5, 13, 19, 29]",[],"[11, 23]"
thirteen,False,"[2, 3, 7, 19, 29]","[13, 17]",[]
penuchle,False,"[3, 5, 11, 19]",[29],"[2, 7]"
handclap,False,"[5, 11, 19]","[3, 13, 17]","[2, 23, 29]"
trireme,False,"[3, 13, 29]","[2, 5, 7]",[17]
subsumption,False,[17],"[3, 11]",[5]
Procardia,False,"[5, 13, 17, 29]",[11],"[2, 3, 19]"
Bertillon,False,"[2, 3, 5, 11, 29]","[13, 19]",[17]
coco,False,"[2, 3, 5, 19, 29]",[13],[7]
strap,False,"[2, 3, 5, 19]","[11, 13, 29]",[7]
catalectic,False,"[2, 5, 13, 17, 19, 29]",[3],[]
alewife,False,"[2, 3, 5, 17]","[13, 19, 29]",[23]
coreopsis,False,"[2, 3, 13, 19]",[29],[5]
melaena,False,"[7, 11, 19, 29]","[3, 5]",[2]
Canis,False,"[2, 7, 19, 29]","[13, 17]","[5, 11]"
buyer,False,"[2, 3, 5, 19]","[7, 11]",[]
carriageway,False,"[2, 3, 5, 11, 19, 29]","[13, 17]",[]
trousering,False,"[3, 5, 11, 29]","[2, 17, 19, 23]",[13]
Turgot,False,"[3, 5, 7, 11, 29]","[2, 17]","[13, 19]"
headline,False,"[2, 3, 17, 19, 29]","[7, 11, 13]",[5]
fearlessness,False,"[2, 3, 5, 17]",[13],"[11, 19, 29]"
Thamnophis,False,"[5, 11, 17, 29]",[2],"[3, 19]"
taskmistress,False,"[5, 11, 17, 19, 29]","[2, 3]",[]
thirstiness,False,"[3, 5, 11, 19, 29]",[2],"[13, 23]"
turmeric,False,"[3, 5, 7, 17]","[2, 29]","[11, 23]"
peptization,False,"[3, 5, 17, 29]","[13, 19]",[2]
Scaphiopus,False,"[5, 11]","[2, 13, 29]","[17, 19]"
dab,False,"[3, 5, 19]","[11, 23, 29]",[2]
dehiscence,False,"[3, 19, 29]","[2, 7]","[5, 17]"
discography,False,"[2, 3, 13, 29]",[7],"[5, 19]"
electroplate,False,"[3, 5, 19]",[13],"[2, 29]"
Daguerre,False,"[2, 3, 19, 29]",[13],[]
vaulter,False,"[2, 3, 7, 11]",[],"[19, 23]"
Smilax,False,"[5, 19, 29]","[2, 3, 13]",[23]
metabolite,False,[],"[3, 5]",[7]
addend,False,[7],"[3, 5, 11, 13, 29]","[2, 19]"
slicing,False,"[5, 11, 29]",[13],"[2, 19]"
Testudo,False,"[2, 3, 29]","[7, 11, 13]","[5, 17]"
logic,False,"[3, 13, 19, 29]",[7],"[2, 5, 11, 17]"
deathblow,False,"[2, 3, 17, 29]",[13],"[5, 7, 11, 19]"
Musales,False,"[3, 5, 29]",[19],"[7, 13, 17, 23]"
mucilage,False,[],"[2, 3, 13]","[5, 19]"
Pelecanidae,False,"[11, 13, 29]","[5, 7]","[2, 19]"
staurikosaur,False,[2],[3],"[5, 7, 11, 17, 19, 29]"
stretch,False,"[11, 13, 19]","[3, 7, 29]",[5]
Bonaire,False,"[2, 3, 5, 7, 29]","[11, 13]",[]
meetinghouse,False,"[5, 13, 17, 29]","[2, 3, 11]","[7, 19]"
autograph,False,"[2, 3]","[7, 11, 13, 23]","[5, 17, 19, 29]"
palaeoecology,False,"[5, 7, 11, 29]",[17],"[2, 13, 19]"
Scyphozoa,False,"[2, 3, 5, 19]","[11, 13]",[17]
Cleridae,False,"[5, 7, 11, 13]",[2],"[17, 19, 29]"
eighteen,False,"[2, 3, 13, 19]","[11, 29]",[]
parka,False,"[2, 13, 17, 19]","[5, 11]","[3, 7]"
Clemenceau,False,"[2, 3, 5, 11]",[7],"[17, 23, 29]"
Oengus,False,"[5, 11, 19, 29]","[2, 3, 7, 13]","[17, 23]"
naphtha,False,"[17, 19]",[2],"[11, 29]"
nookie,False,"[3, 5, 13, 29]","[2, 7]","[17, 19]"
Lendl,False,"[2, 5]","[3, 7, 11, 19]",[]
cloud,False,"[3, 13, 19]","[17, 29]","[2, 11]"
Telanthera,False,[5],"[2, 11, 13]","[3, 23, 29]"
Arhant,False,"[3, 19, 29]","[2, 5, 11]",[17]
amelogenesis,False,[],"[17, 29]",[5]
fibrosity,False,"[5, 13, 29]","[3, 11, 23]",[19]
Tamias,False,"[2, 7, 19, 29]","[5, 13]","[3, 23]"
forthcomingness,False,"[2, 5, 11]",[17],"[3, 29]"
videotape,False,"[19, 29]","[3, 5, 7, 13, 17]","[11, 23]"
acridity,False,"[5, 13, 17, 29]","[2, 3]",[19]
Yiddish,False,"[2, 5, 11]","[3, 17, 19]","[7, 29]"
hatter,False,"[2, 3, 5, 19, 29]",[17],[7]
partnership,False,"[2, 3, 5, 11]","[7, 23, 29]",[13]
recission,False,"[3, 17]","[2, 29]","[5, 13, 19]"
valvotomy,False,"[3, 7, 17, 19, 29]","[2, 11]",[5]
usurpation,False,"[3, 5, 11, 17, 19, 29]","[2, 7]",[23]
Weill,False,"[2, 29]","[3, 13]","[5, 19]"
outlander,False,"[2, 7, 19]","[3, 11, 13, 29]",[5]
Tucana,False,"[3, 5, 7, 29]","[13, 19]","[11, 17, 23]"
heptad,False,"[3, 5, 19]","[11, 13, 17]","[7, 29]"
Israeli,False,"[5, 17, 29]","[2, 3, 19, 23]",[7]
animus,False,"[2, 3, 5, 11, 13, 17, 19]",[],[29]
muff,False,[5],"[3, 29]","[2, 11, 13, 19, 23]"
typhoon,False,"[2, 3, 13, 17, 29]",[],"[19, 23]"
polka,False,"[5, 7, 29]","[13, 17]","[2, 3]"
gridiron,False,"[2, 17, 29]","[13, 19, 23]","[5, 11]"
Coricidin,False,"[5, 29]","[2, 3, 13]","[17, 19, 23]"
virility,False,"[2, 5, 11, 29]",[13],"[3, 17, 19, 23]"
clack,False,"[2, 3, 11, 13, 29]",[],"[5, 7, 17]"
alinement,False,[11],"[3, 5, 29]","[2, 17, 19]"
catbrier,False,"[2, 3, 5, 23]",[19],"[11, 17, 29]"
Mirabeau,False,"[2, 3, 19]","[5, 29]",[23]
bonesetter,False,"[5, 11, 19]","[2, 3, 7, 17, 23]","[13, 29]"
Aladdin,False,"[2, 3, 5, 13, 19, 29]",[],"[7, 17, 23]"
baroreceptor,False,"[2, 3, 11, 19, 29]","[5, 7]",[17]
agranulosis,False,"[3, 19, 29]","[2, 5, 11]",[7]
chalcocite,False,"[3, 5]","[13, 29]",[2]
schipperke,False,"[2, 3, 5, 11, 19]",[29],"[7, 17]"
doublet,False,"[3, 19, 29]","[2, 5, 13]","[11, 17]"
revelation,False,"[2, 3, 11, 17, 23, 29]","[7, 19]",[5]
livedo,False,"[17, 29]","[7, 13]","[2, 3, 5, 19, 23]"
Wytensin,False,"[17, 19, 23, 29]","[2, 3, 13]",[7]
grissino,False,"[2, 3, 17, 19]","[23, 29]",[5]
consuetudinary,False,"[3, 29]","[2, 11]","[5, 17, 19]"
gramophone,False,"[5, 29]","[2, 3, 11, 17, 19]",[]
gavotte,False,"[3, 5, 29]","[2, 7, 17, 23]",[19]
artichoke,False,"[3, 5, 11, 17]","[2, 7, 19, 29]",[13]
Marche,False,"[3, 5, 17, 29]","[7, 11]","[2, 13]"
garboard,False,"[3, 5, 7, 11, 29]",[2],[19]
hypotonia,False,"[5, 13, 17, 19]","[2, 11, 29]",[3]
coda,False,[2],"[3, 5, 11, 19, 29]","[7, 13]"
Balsaminaceae,False,"[3, 5, 19]","[7, 13]","[2, 11, 29]"
Ramanavami,False,"[3, 19]","[5, 29]","[2, 7, 23]"
moldboard,False,"[2, 5, 7, 19]","[3, 11, 17, 23]",[29]
hostage,False,"[2, 3, 7, 11, 19]",[],"[17, 23]"
saunter,False,"[2, 3, 19]",[29],"[11, 17]"
marshal,False,"[2, 3, 7, 11]","[13, 19, 29]","[5, 17]"
Stegocephalia,False,"[2, 5, 29]",[11],"[3, 7, 17, 23]"
garget,False,"[3, 5, 19, 29]","[2, 7, 13]",[]
voicer,False,"[2, 3, 5, 19, 29]","[7, 17]",[23]
chew,False,"[2, 11, 13]","[3, 17]","[5, 19, 29]"
Brancusi,False,"[3, 7, 19, 29]","[2, 23]","[5, 13, 17]"
Acular,False,"[3, 13, 29]",[5],"[11, 17, 19]"
xerophthalmus,False,"[5, 13, 17]","[2, 11, 29]",[19]
dentistry,False,"[2, 3, 5, 11]","[13, 17, 19]",[]
dacryocystitis,False,"[3, 5, 11, 19, 29]","[2, 13, 17]","[7, 23]"
tumbrel,False,"[3, 5, 29]","[2, 7, 11, 19]",[23]
wartweed,False,"[7, 11, 17, 29]","[3, 5, 13, 23]",[19]
aplacophoran,False,"[13, 29]",[3],"[17, 23]"
discipleship,False,"[2, 3, 5, 7, 11, 19]","[17, 29]","[13, 23]"
tapeline,False,"[2, 13, 29]","[3, 19]",[5]
Rf,False,"[3, 19, 29]",[],"[2, 5, 23]"
townspeople,False,"[7, 13, 29]","[11, 19]","[2, 3, 17, 23]"
phycomycosis,False,"[2, 3, 13, 23, 29]",[11],"[5, 19]"
ejaculation,False,"[3, 17, 19, 29]",[],[7]
customer,False,"[2, 3, 5, 13, 19]",[],[29]
enflurane,False,"[3, 19, 29]","[2, 5, 7]",[17]
concessioner,False,"[2, 3, 5, 17, 29]","[7, 11, 13, 19]",[]
incautiousness,False,"[11, 17]","[2, 3, 29]",[5]
idealist,False,"[2, 3, 5, 11, 17]","[19, 23]",[]
Hamamelidaceae,False,"[2, 5, 11, 29]",[17],"[7, 13, 19]"
Dimash,False,"[3, 19]","[7, 13]","[5, 11, 23, 29]"
decomposition,False,[19],"[5, 7]","[11, 17]"
chesterfield,False,"[7, 11, 13, 29]","[3, 5, 19]",[]
liturgiology,False,"[2, 3, 17, 29]",[],"[5, 7, 11, 19, 23]"
Salinger,False,[29],"[2, 3, 11, 13, 17, 19]",[5]
pyrrhic,False,"[3, 5, 29]",[13],"[2, 11, 17, 19]"
Aristotelean,False,"[3, 17, 29]","[7, 11, 13]","[5, 19]"
hashmark,False,"[5, 7, 17]","[3, 13, 29]","[2, 19]"
rotter,False,"[5, 7, 19]","[2, 3, 29]","[11, 17]"
Uropygi,False,"[2, 3, 5, 11, 19, 29]","[13, 23]",[17]
tome,False,"[2, 5, 11, 19, 29]","[3, 13]",[]
haloperidol,False,"[2, 5, 29]","[3, 13, 17, 19]",[11]
toenail,False,"[2, 3, 5, 11, 29]",[13],"[19, 23]"
Anabas,False,"[3, 7, 11, 17, 29]","[5, 19]",[2]
chylomicron,False,"[5, 11, 23, 29]",[],[17]
gamp,False,"[3, 5, 29]","[2, 7, 13]",[19]
lemon,False,"[3, 5, 11, 13, 19]",[],"[23, 29]"
ferry,False,"[3, 7, 13, 29]","[5, 11, 19]","[2, 17]"
floozy,False,"[2, 3, 5, 19, 29]",[13],[17]
ply,False,"[2, 29]",[13],"[3, 5, 11, 19]"
Cyamopsis,False,"[11, 13, 29]",[3],"[5, 19, 23]"
sprinkle,False,"[3, 5, 11, 29]",[19],"[13, 23]"
Cushing,False,"[2, 3, 19, 29]","[5, 7]","[11, 17, 23]"
protoarchaeology,False,"[2, 5, 29]",[11],"[17, 19]"
Halevy,False,[3],"[2, 5, 7, 29]","[19, 23]"
jujutsu,False,"[5, 7, 19]","[2, 17]",[11]
paleogeography,False,"[2, 3, 5, 19]","[7, 11]","[13, 17, 29]"
pH,False,"[3, 5]",[],"[11, 13, 17, 29]"
pulverization,False,"[5, 7, 23, 29]",[3],"[11, 13, 17]"
Wynnea,False,"[7, 11]","[3, 5]","[2, 13, 23]"
crocodile,False,"[3, 5, 11, 13, 17, 19, 29]",[],[7]
mutter,False,"[2, 5, 19, 29]","[3, 7, 11]","[13, 17]"
franklin,False,"[3, 7, 13, 17, 29]","[2, 5, 11, 19]",[]
swoop,False,"[3, 17, 19]",[29],"[5, 7, 11]"
Aristophanes,False,"[5, 7, 17, 29]","[2, 11]","[3, 13]"
ophthalmoscope,False,"[2, 5, 19, 29]",[3],"[17, 23]"
Service,False,"[2, 3, 5, 13, 17, 19]",[29],[]
loo,False,"[3, 5, 19, 29]",[7],"[2, 23]"
hoya,False,"[7, 19, 29]","[2, 5, 11, 17]","[3, 23]"
Tebaldi,False,"[2, 3, 17]","[13, 19]",[29]
underling,False,"[3, 5, 19, 29]",[],"[2, 11, 13, 17]"
Serenoa,False,"[3, 5, 29]","[2, 11, 13, 19]",[17]
mottle,False,"[2, 3, 5, 29]",[],"[17, 19]"
comedy,False,"[2, 3, 13, 17, 19]",[29],[5]
peekaboo,False,"[2, 3, 5, 17, 19]",[29],[11]
Chrysochloridae,False,"[5, 11, 13, 19]",[29],"[2, 17, 23]"
nibbler,False,"[5, 11, 29]","[2, 3, 17]","[19, 23]"
teiid,False,[29],"[2, 3, 7]","[5, 11, 19, 23]"
sealing,False,"[2, 3, 5, 7, 11]",[29],[19]
signora,False,"[2, 3, 13, 17, 19]","[7, 29]",[5]
anorexia,False,"[2, 13, 17, 19, 29]","[3, 5, 11]",[7]
Saginaw,False,"[2, 3, 7, 19]","[5, 17, 29]",[11]
genitive,False,"[3, 5, 19]","[2, 17, 29]",[23]
microdot,False,"[3, 13]",[23],"[19, 29]"
parapsychologist,False,"[2, 3, 5, 11, 19]",[17],"[13, 23, 29]"
radical,False,"[3, 5, 17, 19]","[7, 23, 29]",[2]
Ptilocrinus,False,"[2, 3, 5, 11, 19]","[7, 13, 29]",[23]
Tunis,False,"[3, 5, 7, 17]","[13, 19]",[2]
Thunbergia,False,"[17, 19, 29]","[2, 5, 11]","[3, 13, 23]"
recklessness,False,"[13, 17, 29]",[19],"[2, 3, 5, 11]"
nonsteroid,False,"[5, 13, 29]","[2, 11]","[17, 19]"
Katari,False,"[2, 5, 19]","[3, 23, 29]","[7, 11]"
dibranch,False,"[3, 7, 17, 19]",[],"[2, 5, 11, 23, 29]"
picknicker,False,"[2, 5, 17, 19, 29]","[3, 11]",[]
baksheesh,False,"[2, 17, 19]",[3],"[5, 11]"
Gond,False,"[2, 3, 17, 19]","[7, 13]",[]
allometry,False,"[13, 29]","[2, 11]","[3, 5, 19]"
haematohiston,False,"[2, 3, 19, 29]","[7, 11, 13]","[5, 17]"
branch,False,"[7, 13, 19, 29]",[3],"[5, 11]"
Calpe,False,"[5, 13, 29]","[3, 7, 17, 19]",[11]
willowherb,False,"[2, 5, 19]","[3, 17, 29]","[11, 23]"
Plutarch,False,"[2, 19]","[3, 13, 29]","[5, 11, 17, 23]"
lien,False,"[17, 19]","[2, 7, 13]",[11]
Trema,False,"[3, 11]","[2, 5, 29]","[7, 13]"
Joel,False,"[2, 3, 5, 7, 19]","[13, 29]",[23]
ruling,False,"[2, 3, 5, 7, 17, 29]","[11, 19]",[]
decompression,False,[],"[5, 7, 11, 19, 23]","[3, 17]"
prolapsus,False,"[5, 29]",[13],"[3, 17, 23]"
Wei,False,"[2, 5]","[3, 13, 23, 29]","[7, 19]"
xanthelasma,False,[17],"[2, 5, 11, 13]",[19]
ribonucleinase,False,"[5, 7, 29]","[2, 3, 13, 17]",[11]
rhino,False,"[2, 3, 7, 29]",[13],"[5, 11, 17, 19, 23]"
Havasupai,False,"[2, 3]",[13],"[7, 19, 23]"
rubeola,False,"[3, 5, 29]","[7, 11, 13]","[2, 17, 23]"
commonage,False,"[3, 5, 23, 29]","[2, 11]",[19]
Polychaeta,False,[5],[11],[29]
oiler,False,"[2, 3, 5, 23, 29]",[7],"[11, 17]"
exobiology,False,"[11, 17, 29]",[],"[2, 3, 5, 7, 13, 19, 23]"
Hydromys,False,"[2, 5, 29]",[],"[11, 13, 19]"
dichondra,False,"[2, 5, 19]","[3, 11, 13]","[17, 29]"
Ophiuroidea,False,[29],"[2, 5, 11, 19]","[3, 17, 23]"
thermoacidophile,False,"[2, 5, 7, 11]",[23],"[3, 17, 19, 29]"
emulation,False,"[2, 7, 19, 29]",[],"[5, 17]"
crackerberry,False,"[5, 17, 29]","[2, 11]","[13, 19, 23]"
pockmark,False,"[2, 5, 11, 17, 19, 29]","[3, 7, 13]",[]
sleepover,False,"[7, 11, 17, 19, 29]","[2, 3]",[23]
Cronus,False,"[2, 7, 11, 17, 29]",[3],"[5, 19]"
expunction,False,"[3, 5, 29]",[2],"[11, 13, 17, 19, 23]"
puerility,False,"[2, 3, 11, 17]","[13, 29]","[5, 7, 19]"
sty,False,"[2, 3, 5, 29]","[13, 19]","[11, 23]"
Triplochiton,False,"[3, 13, 17, 19, 29]",[2],"[11, 23]"
thylacine,False,"[2, 5, 17, 19]",[3],"[13, 23, 29]"
feria,False,"[2, 5, 29]",[],"[7, 11, 13, 17, 19]"
Tolstoy,False,"[2, 11, 17, 19, 29]","[3, 7, 13, 23]",[5]
alliterator,False,"[5, 19, 29]","[2, 3, 7, 13]","[11, 17, 23]"
raiser,False,"[2, 5, 7, 11, 19]","[3, 29]",[]
rollmops,False,"[5, 13, 29]","[3, 19]","[2, 11, 17]"
anaphora,False,"[3, 11, 17, 19, 29]","[5, 7]",[]
Wampanoag,False,"[3, 17]","[2, 5, 11, 13]",[23]
acumen,False,"[3, 13, 29]",[5],"[2, 7, 11, 17, 23]"
ides,False,"[5, 19]","[3, 7, 17, 29]",[]
forestry,False,[29],"[3, 7]","[2, 5, 11, 13, 19]"
DP,False,"[5, 13, 19]",[3],"[17, 23, 29]"
saboteur,False,"[2, 3, 11, 19]","[5, 29]","[7, 17, 23]"
seductress,False,"[2, 3, 5]",[19],[]
wateriness,False,"[2, 3, 19, 23, 29]",[5],"[11, 13]"
mahuang,False,"[2, 29]","[3, 5]","[17, 19]"
sherd,False,"[3, 7, 17, 29]",[13],"[2, 5, 11, 19, 23]"
flab,False,"[3, 13, 17, 19]",[29],"[2, 5]"
electroplater,False,"[5, 19]","[3, 7, 13]","[2, 29]"
paleontology,False,[19],"[2, 3, 7]","[5, 29]"
Magnoliaceae,False,"[5, 13]","[7, 29]","[2, 19]"
Carnot,False,"[2, 3, 13, 17, 19, 29]","[5, 7]",[]
acrylonitrile,False,[13],"[3, 5, 11]","[2, 19, 23]"
homogeneity,False,"[5, 11, 13, 29]",[23],[17]
epidendron,False,[17],"[2, 11, 29]",[19]
Kukenaam,False,"[3, 5]","[2, 11, 29]","[17, 19]"
ponderosity,False,"[2, 17, 19, 29]","[5, 11]","[3, 13]"
lovely,False,"[3, 5, 13, 19]","[7, 23]","[2, 29]"
outing,False,"[3, 13, 19, 29]","[11, 23]",[2]
Moho,False,[2],"[5, 29]","[3, 7, 17]"
hackmatack,False,"[11, 17, 29]","[3, 23]","[5, 19]"
Mibit,False,"[3, 17, 19]","[13, 29]","[2, 5]"
lumberman,False,"[2, 13, 19]",[3],"[5, 11]"
Schizopoda,False,"[5, 11, 17]","[2, 3, 19]","[7, 29]"
Philaenus,False,"[7, 11]",[3],"[19, 29]"
counterexample,False,"[3, 17, 19]","[11, 13, 23, 29]",[5]
Lysol,False,"[2, 3, 5, 13, 29]",[],[19]
Geiger,False,"[2, 3]",[],"[5, 17, 19, 23, 29]"
barbiturate,False,"[3, 5, 19]",[],[2]
illustriousness,False,"[2, 3, 5, 19]","[7, 11]",[29]
sniffler,False,"[2, 3, 11, 29]","[7, 19]","[5, 23]"
horseman,False,"[2, 3, 11]",[5],"[7, 23]"
Monophysitism,False,"[5, 11, 19, 29]",[],"[13, 17, 23]"
Cyprinus,False,"[2, 3, 5, 11, 19, 29]",[13],"[17, 23]"
mRNA,False,"[7, 29]",[3],"[5, 11]"
spiceberry,False,"[2, 5, 13, 19, 29]",[3],[23]
Wycliffe,False,"[2, 5, 13, 17, 29]","[3, 11, 19, 23]",[7]
horoscopy,False,"[2, 5, 17, 29]","[11, 13]","[3, 7, 19, 23]"
Hartford,True,"[2, 3, 7, 13, 17, 19]",[],[]
dumbness,True,"[3, 5, 11, 13, 17, 19, 29]",[],[]
Bose,True,"[3, 5, 11, 19, 29]",[],[]
heptagon,True,"[3, 5, 7, 11, 17, 19, 29]",[],[]
Yahve,True,"[2, 3, 5, 7, 19, 29]",[],[]
genre,True,"[2, 3, 5, 11, 19, 29]",[],[]
faerie,True,"[2, 5, 7, 11, 19, 29]",[],[]
preparedness,True,"[2, 3, 5, 11, 17]",[],[]
doom,True,"[2, 3, 7, 11, 17, 19, 29]",[],[]
Phascogale,True,"[3, 5, 13, 19, 29]",[],[]
marqueterie,True,"[2, 3, 5, 7, 11, 13, 19]",[],[]
denominator,True,"[3, 5, 11, 17, 19, 29]",[],[]
satiety,True,"[2, 5, 11, 13, 17, 19, 29]",[],[]
dieting,True,"[2, 3, 5, 13, 17, 19, 23]",[],[]
Evangelist,True,"[2, 3, 5, 7, 11, 17, 19]",[],[]
